00	-74.14	329.10
01	-75.06	22.73
02	-67.03	58.54
03	-55.96	76.12
04	-44.12	87.25
05	-32.17	96.03
06	-20.41	104.05
07	-9.07	112.13
08	2.04	120.85
09	11.53	130.71
10	19.76	142.19
11	25.96	155.58
12	29.45	170.66
13	29.74	186.53
14	26.80	201.84
15	21.05	215.57
16	13.14	227.38
17	3.78	237.51
18	-7.08	246.41
19	-18.32	254.57
20	-30.02	262.56
21	-41.96	271.14
22	-53.84	281.69
23	-65.12	297.60
24	-74.02	328.88
