00	329.57	73.38
01	021.50	74.33
02	057.23	66.45
03	075.18	55.50
04	086.41	44.06
05	095.40	32.14
06	103.50	20.31
07	112.01	09.13
08	120.50	01.25
09	130.46	11.04
10	142.16	19.15
11	155.38	25.24
12	170.40	28.51
13	186.27	29.10
14	201.42	26.16
15	215.24	20.34
16	227.15	12.42
17	237.27	03.17
18	246.26	07.11
19	254.43	18.23
20	262.51	30.02
21	271.36	41.53
22	282.23	53.41
23	298.35	64.50
