Fulfill Building Line,Setbacks,f(BCR),f(PAR),FSH(Sunlight Hours),f(FSH),f(SSR),AR(Aspect Ratio),f(AR),f(VSymm),f(HSymm)
Failure,Failure,0.9895833333333333,0.15012345679012346,6.0,0.631578947368421,0.5,0.625,0.38627124296868426,-0.013157894736842035,0.8157894736842105
